PubChem ID,Name,Canonical SMILES
CHEMBL2004311,CHEMBL2004311,CC1=CC(=CC(=C1)NC(=O)NC2=CC(=C(C=C2)C3=C4CNC(=O)C4=CC=C3)C)C
CHEMBL2004365,CHEMBL2004365,CCOC(=O)C1=C(N2C(=C(C1C3=CC=CS3)C(=O)N)SC(=CC4=CC=CS4)C2=O)N
CHEMBL2004419,CHEMBL2004419,CC(C)CN1C2=C(C(=CC(=C2)C3=C(N=C4N3C=CS4)C5=CC=C(C=C5)F)F)N=C1N
CHEMBL2004447,CHEMBL2004447,CC(C)(C)C1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC=CC=C3F
CHEMBL2004544,CHEMBL2004544,C1OC2=C(O1)C=C(C=C2)CNC3=C4C(=C(C=C3)S(=O)(=O)O)C=CC=C4O
CHEMBL2004631,CHEMBL2004631,C1CC1C2=C(N=NN2CC3=CC=CC=C3)C4=CC5=C(C=C4)NN=C5N
CHEMBL2004716,CHEMBL2004716,CCN(CC)CCNC(=O)C=CC1=CN=C(C2=C1SC=C2C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C)N
CHEMBL2004771,CHEMBL2004771,C1C2=C(C=CC=C2C(=O)N1)C3=CC=C(C=C3)NC4=NC5=CC=CC=C5O4
CHEMBL2004871,CHEMBL2004871,C1=CC(=CC=C1C2=C(N(C=N2)CCCO)C3=CC=NC=C3)F
CHEMBL2004872,CHEMBL2004872,CC(C1=CC(=CC=C1)OC)NC(=O)C2=CC=C(C=C2)C3=NC=NC=C3
CHEMBL2004892,CHEMBL2004892,CS(=O)(=O)NC1=CC=C(C=C1)C2=CC3=C(C=C2)NN=C3N
CHEMBL2004934,CHEMBL2004934,CC(C1=CC(=CC=C1)OC)NC(=O)C2=CC(=C(C=C2)C3=CC=NC=C3)F
CHEMBL2005186,CHEMBL2005186,CC(C)NC(=O)COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)NN=C5
CHEMBL2005216,CHEMBL2005216,CS(=O)(=O)NC1CCC(CC1)NC2=CC(=NC(=N2)C3=CNC4=C3C=CC=N4)Cl
CHEMBL2005375,CHEMBL2005375,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCCCC5)OC)C
CHEMBL2005475,CHEMBL2005475,C1CCC(CC1)CNC(=O)C2=CC3=C(NN=C3S2)C4=CC=CC=C4
CHEMBL2005509,CHEMBL2005509,CNC(=O)NC1CCC(CC1)NC2=NC(=CC(=N2)Cl)C3=CNC4=C3C=CC=N4
CHEMBL2005528,CHEMBL2005528,CCOC(=O)C1=CC2=C(C=C1)NC3=C2CCNC3=O
CHEMBL2005631,CHEMBL2005631,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C(=O)NC)N
CHEMBL2005718,CHEMBL2005718,CS(=O)(=O)NCCNC1=NC(=CC(=C1)C2=CNC3=C2C=CC=N3)Cl
CHEMBL2005828,CHEMBL2005828,CC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=COC4=NC=NC(=C34)N
CHEMBL2005886,CHEMBL2005886,CC1=CC(=CC2=C1NC(=C3C(=CC=NC3=O)NCC(C4=CC(=CC=C4)Cl)O)N2)N5CCOCC5
CHEMBL2005899,CHEMBL2005899,CC(C(C)(C)C)NC1=C(C(=O)C1=O)N(C2=CC=NC=C2)C(=O)C
CHEMBL2005936,CHEMBL2005936,CCCC(=O)NC1=NNC2=C1C=C(C=C2)C3=C(N(N=N3)CC4=CC=CC=C4)C5=CC=CC=C5
CHEMBL2006156,CHEMBL2006156,CC(C)N(C(C)C)C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4
CHEMBL2006188,CHEMBL2006188,CC(C1=CC(=CC=C1)OC)NC(=O)C2=C(C=C(C=C2)C3=CC=NC=C3)NCCCN
CHEMBL2006237,CHEMBL2006237,CN1CCN(CC1)CCCNC2=CC=CC(=N2)C3=NC4=C(C=CC=C4N3)C(=O)N
CHEMBL2006263,CHEMBL2006263,CC1=NC2=C(C=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)N)N=C1C
CHEMBL2006439,CHEMBL2006439,C1CCC(CC1)NC2=NC(=CC(=N2)Cl)C3=CNC4=C3C=CC=N4
CHEMBL2006450,CHEMBL2006450,CCCCC(=O)NC1=NC(=CC(=C1)C2=CNC3=C2C=CC=N3)Cl
CHEMBL2006456,CHEMBL2006456,CC(C)CNC1CCC(CC1)NC2=NC(=CC(=N2)Cl)C3=CNC4=C3C=CC=N4
CHEMBL2006715,CHEMBL2006715,C1CC(=O)N(C1)C2=CC(=CC=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=CC(=CC=C6)NC(=O)C7=C(C=CC=C7F)F
CHEMBL2006778,CHEMBL2006778,CC1=CC2=CC(=CC(=C2N1)F)C3=CSC4=C3C(=NC=C4C=CC(=O)NC)N
CHEMBL2006785,CHEMBL2006785,CC1=CC=C(C=C1)C(=O)NC2=C(SC3=C2C(=C(C=C3)Cl)Cl)C#N
CHEMBL2007002,CHEMBL2007002,COC1=C(C=CC(=C1)C2=CC3=C(C=C2)NN=C3C(=O)NC4=CC=CC=C4)O
CHEMBL2007044,CHEMBL2007044,CCN(CC)CC#CC1=CC2=C(CC3=C2NN=C3C4=CN=C(C=C4)C#N)C=C1
CHEMBL2007064,CHEMBL2007064,CC1=C(NC(=C1CCC(=O)O)C)C=C2C3=CC=CC=C3NC2=O
CHEMBL2007296,CHEMBL2007296,CCCOC1=CC=CC(=C1)C(C)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3
CHEMBL2007574,CHEMBL2007574,C1=CC2=C(NC=C2C3=CC(=NC(=N3)N)Cl)N=C1
CHEMBL2007592,CHEMBL2007592,C1CCC2=C(C1)C3=C4N=C(NN4C(=O)N=C3S2)C5=CC=CC=C5
CHEMBL207400,CHEMBL207400,CN1C2=C(C(=O)C3=C(N2O)C=CC(=C3)Cl)C(=N1)C(F)(F)F
CHEMBL210887,CHEMBL210887,C1=CC=C2C(=C1)N=C(N2CCCO)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-]
CHEMBL211378,CHEMBL211378,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=NOC4=NC=NC(=C34)N
CHEMBL213207,CHEMBL213207,C1CCC(CC1)CNC2=NC=CC(=N2)C3=CNC4=C3C=CC=N4
CHEMBL213505,CHEMBL213505,C1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=NOC4=NC=NC(=C34)N)C(F)(F)F
CHEMBL2152252,CHEMBL2152252,CNC(=O)C1=NC(=CN=C1N)C2=CC(=C(C=C2)Cl)S(=O)(=O)NC3=C(C(=CC=C3)F)F
CHEMBL2152253,CHEMBL2152253,CC1=C(C=CC=C1F)NS(=O)(=O)C2=C(C=CC(=C2)C3=CN=C(C(=N3)C(=O)NC)N)Cl
CHEMBL220057,CHEMBL220057,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N
CHEMBL220241,CHEMBL220241,CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6
CHEMBL225519,CHEMBL225519,C1CNC(=O)C2=C1NC(=C2)C3=CC=NC=C3
CHEMBL226403,CHEMBL226403,C1CNC(=O)C2=C1NC(=C2)C3=CC(=NC=C3)C4=CC5=CC=CC=C5N=C4
CHEMBL226471,CHEMBL226471,C1CNC(=O)C2=C1NC(=C2)C3=CC(=NC=C3)C4=CC=CC=C4F
CHEMBL231209,CHEMBL231209,C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4)N
CHEMBL234085,CHEMBL234085,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N
CHEMBL246970,CHEMBL246970,C1CC(CCC1CN)CNC2=NC(=NC=C2[N+](=O)[O-])NCC3=CC=CC=C3Cl
CHEMBL249282,CHEMBL249282,C1COCCN1CCOC2=CC3=C(CC4=C3NN=C4C5=CN=C(C=C5)C#N)C=C2
CHEMBL253969,CHEMBL253969,C1CCN(C1)CCCCNC(=O)NC2=C(C(=NS2)OCC3=C(C=C(C=C3F)Br)F)C(=O)N
CHEMBL256835,CHEMBL256835,COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F
CHEMBL259922,CHEMBL259922,CC1=C(C=C(C=C1)C(=O)NC2=NOC=C2)NC3=NC=NC4=C3C=NN4C5=CC=CC=C5
CHEMBL260135,CHEMBL260135,C1=CC=C(C=C1)C2=C(N=NC3=NNC(=C23)N)C4=CC=CC=C4
CHEMBL262433,CHEMBL262433,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=NSC4=NC=NC(=C34)N
CHEMBL271381,CHEMBL271381,COC1=C2C(=C(C=C1)C3=CC=C(C=C3)NC(=O)NC4=CC(=CC=C4)Br)C(=NO2)N
CHEMBL272453,CHEMBL272453,COC1=C(C=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)ON=C4N)Cl
CHEMBL274064,CHEMBL274064,C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F
CHEMBL296586,CHEMBL296586,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)Br
CHEMBL306380,CHEMBL306380,CC1=CC=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)(C)C
CHEMBL316264,CHEMBL316264,C1=CC(=CC=C1C2=C(NC(=N2)C3=CC=C(C=C3)F)C4=CC=NC=C4)F
CHEMBL340384,CHEMBL340384,C1=CC2=C(C=C1C3=CC=NC=C3)N(C=C(C2=O)C(=O)N)C4=C(C=C(C=C4)O)Cl
CHEMBL340921,CHEMBL340921,CC1=C(C=CC(=C1)O)N2C=C(C(=O)C3=C2C=C(C=C3)C4=CC=NC=C4)C(=O)N
CHEMBL363648,CHEMBL363648,CCC1=NC(=C(S1)C2=CC(=NC=C2)NC(=O)C3=CC=CC=C3)C4=CC(=CC=C4)C
CHEMBL371206,CHEMBL371206,CC1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C(SC4=NC=NC(=C34)N)C)C
CHEMBL377408,CHEMBL377408,CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=CC=C2S(=O)(=O)N)N)C#N
CHEMBL385478,CHEMBL385478,C1CCC(CC1)NC2=NC=CC(=N2)C3=CNC4=C3C=CC=N4
CHEMBL387971,CHEMBL387971,CN1CCN(CC1)CC2=CC3=C(C=C2)C4=C(C3=O)C(=NN4)C5=CSC(=C5)C#CCOCCOC
CHEMBL392642,CHEMBL392642,CSC1=CC=CC=C1CNC2=NC=C(C(=N2)NCC3CCC(CC3)CN)[N+](=O)[O-]
CHEMBL394619,CHEMBL394619,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4)N
CHEMBL394790,CHEMBL394790,C1=CC(=CC(=C1)Cl)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4)N
CHEMBL398951,CHEMBL398951,C1COCCN1CCCCOC2=CC3=C(CC4=C3NN=C4C5=CN=C(C=C5)C#N)C=C2
CHEMBL402548,CHEMBL402548,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)C(C5=CC=CC=C5)OC
CHEMBL402846,CHEMBL402846,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CN=CC4=C3C(=NN4C)N
CHEMBL404367,CHEMBL404367,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CN=CC4=C3C(=NN4C)N
CHEMBL411903,CHEMBL411903,C1CNC2=C(C(=NC=N2)N)N=C1C3=CC=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F
CHEMBL412142,CHEMBL412142,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N
CHEMBL41783,CHEMBL41783,CN(C)CCCC(=O)NC1=NNC2=NN=C(C=C21)C3=C(C(=CC=C3)F)F
CHEMBL422897,CHEMBL422897,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
CHEMBL424872,CHEMBL424872,CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=C(C=C2)S(=O)(=O)C)N)C#N
CHEMBL458997,CHEMBL458997,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC
CHEMBL461876,CHEMBL461876,CN(C)CC(=O)N1CCC2=CC(=C(C=C21)NC3=NC4=C(C=CN4)C(=N3)NC5=C(C(=CC=C5)F)C(=O)N)OC
CHEMBL468280,CHEMBL468280,CCN1C2=CC(=C(C=C2C(=O)C3=C1NOC3=O)F)Cl
CHEMBL474432,CHEMBL474432,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)O)OCC4=CC=CC=C4C(F)(F)F)OC
CHEMBL481491,CHEMBL481491,C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N)C(F)(F)F
CHEMBL482767,CHEMBL482767,C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC=C(S2)CCNC3=NC=NC4=C3SC=C4
CHEMBL482967,CHEMBL482967,CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4
CHEMBL483158,CHEMBL483158,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
CHEMBL484390,CHEMBL484390,CCCCN1C2=C(C=C(C=C2)N(C)C(=O)C3CCCCC3)N=C1NC(=O)C4=CC=C(C=C4)C#N
CHEMBL491758,CHEMBL491758,C1=CC=C(C=C1)NC2=NC(=NC=C2F)NC3=CC=CC=C3
CHEMBL497151,CHEMBL497151,C1=CC(=CC=C1OC2=CN=CC3=C2C=C(S3)C4=NC(=O)ON4)I
CHEMBL504950,CHEMBL504950,CC1=CC(=NC2=C1C3=C(S2)C(=NC=N3)N)C
CHEMBL508928,CHEMBL508928,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C(N4C(=C(C=N4)C5=CN(N=C5)C)N=C3)N
CHEMBL50894,CHEMBL50894,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-]
CHEMBL514499,CHEMBL514499,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C(F)(F)F)OC
CHEMBL519697,CHEMBL519697,CN1C2=C(C=C(C=C2)N(C)C(=O)C3CCCCC3)N=C1NC(=O)C4=CC=C(C=C4)C#N
CHEMBL524266,CHEMBL524266,C1C(C2=C(C=C(N2)C3=NC(=NC=C3)N)C(=O)N1)CCF
CHEMBL526133,CHEMBL526133,C1=CC=C(C=C1)C2=CC(=NC(=O)N2)C3=CC4=C(C=C3)NN=C4
CHEMBL539474,CHEMBL539474,C1CC(=O)N(C1)CC2=CC3=C(C=C2)N4C=CC=C4C(=O)N3
CHEMBL560813,CHEMBL560813,C1=CC2=C(C=CC(=C2)NC(=O)NC3=NC=C(N=C3)C#N)C=C1C(=O)O
CHEMBL564829,CHEMBL564829,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C
CHEMBL565612,CHEMBL565612,CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65
CHEMBL583144,CHEMBL583144,C1=CC(=C2C(=C1Cl)C3=C(S2)C(=O)N=CN3)Cl
CHEMBL592030,CHEMBL592030,C1=CC=C2C(=C1)C=C(S2)C3=C4C(=CC(=C3)C5=CN(C6=CN=C(N=C65)N)CCCN)C=NN4
CHEMBL604712,CHEMBL604712,CC1(C2=C(CN1C(=O)C(C)(C)C)C(=NN2)NC(=O)C3=CC(=CC(=C3)F)F)C
CHEMBL7064,CHEMBL7064,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O
CHEMBL95692,CHEMBL95692,COC1=NC=CC(=N1)C2=C(N=CN2C3CCNCC3)C4=CC=C(C=C4)F
CHEMBL1081312,CHEMBL1081312,C1CCC(C1)N2C3=C(C(=N2)C4=CN=C5C(=C4)C=CN5)C(=NC=N3)N
CHEMBL1230790,CHEMBL1230790,CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)O)C(=NC=N2)N
CHEMBL1233881,CHEMBL1233881,COC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCC4)OC
CHEMBL1233882,CHEMBL1233882,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)N=CC=C4)C(=NC=N2)N
CHEMBL1234815,CHEMBL1234815,CN1C2=C(C(=N1)C3=CC4=CC=CC=C4C=C3)C(=NC=N2)N
CHEMBL1240544,CHEMBL1240544,CC(CN)N1C2=C(C(=N1)C3=CC(=C(C=C3)Cl)O)C(=NC=N2)N
CHEMBL1240545,CHEMBL1240545,CC(C)N1C2=C(C(=N1)C3=CC=C(C=C3)CC#N)C(=NC=N2)N
CHEMBL1240553,CHEMBL1240553,COC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCCC4)OC
CHEMBL1240554,CHEMBL1240554,CCOC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCCC4)OC
CHEMBL1240565,CHEMBL1240565,CN1C2=C(C(=N1)C3=CN=C4C(=C3)C=CN4)C(=NC=N2)N
CHEMBL1240566,CHEMBL1240566,CN1C2=C(C(=N1)C3=CC4=C(C=C3)C=CN4)C(=NC=N2)N
CHEMBL1241241,CHEMBL1241241,CC(C)N1C2=C(C(=C3C=CC(=O)C=C3)N1)C(=NC=N2)N
CHEMBL1241270,CHEMBL1241270,CC1=C(C=C(C=C1)C2=C3C(=NC=NC3=NN2)N)O
CHEMBL1241271,CHEMBL1241271,CC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C)O
CHEMBL1241299,CHEMBL1241299,CN1C2=C(C(=N1)C3=CC(=C(C=C3)Br)O)C(=NC=N2)N
CHEMBL1241300,CHEMBL1241300,COC1=C(C=C(C=C1)C2=C3C(=NC=NC3=NN2)N)O
CHEMBL1241301,CHEMBL1241301,CN1C2=C(C(=N1)C3=CC(=C(C=C3)OC)O)C(=NC=N2)N
CHEMBL1241390,CHEMBL1241390,CC(C)N1C2=C(C(=N1)C3=CN=CC=C3)C(=NC=N2)N
CHEMBL1241391,CHEMBL1241391,CC(C)N1C2=C(C(=N1)C3=CN=CN=C3)C(=NC=N2)N
CHEMBL1241439,CHEMBL1241439,CC(C)N1C2=C(C(=N1)C3=CC(=CO3)C=O)C(=NC=N2)N
CHEMBL1241481,CHEMBL1241481,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)NC(=O)OC(C)(C)C)OC)C(=NC=N2)N
CHEMBL1241482,CHEMBL1241482,C1=CC=C(C=C1)C2=C(OC=N2)CN3C4=C(C(=N3)C5=CC(=C(C=C5)F)O)C(=NC=N4)N
CHEMBL1241483,CHEMBL1241483,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)F)OC)C(=NC=N2)N
CHEMBL1241484,CHEMBL1241484,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)Cl)O)C(=NC=N2)N
CHEMBL1241485,CHEMBL1241485,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)N)OC)C(=NC=N2)N
CHEMBL1241486,CHEMBL1241486,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)NC(C)CO)OC)C(=NC=N2)N
CHEMBL1241487,CHEMBL1241487,C1CCC(C1)N2C3=C(C(=N2)C4=CC(=C(C=C4)N)O)C(=NC=N3)N
CHEMBL1241490,CHEMBL1241490,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)OC=C4)C(=NC=N2)N
CHEMBL1241491,CHEMBL1241491,C1CCC(C1)N2C3=C(C(=N2)C4=CC5=C(C=C4)OC=C5)C(=NC=N3)N
CHEMBL1241492,CHEMBL1241492,CC(C)N1C2=C(C(=N1)C3=CC4=NON=C4C=C3)C(=NC=N2)N
CHEMBL1241578,CHEMBL1241578,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)Br)O)C(=NC=N2)N
CHEMBL1241579,CHEMBL1241579,CC(CN)N1C2=C(C(=N1)C3=CC(=C(C=C3)Cl)O)C(=NC=N2)N
CHEMBL1241580,CHEMBL1241580,C1CC(C1)N2C3=C(C(=N2)C4=CC(=C(C=C4)Cl)O)C(=NC=N3)N
CHEMBL1241581,CHEMBL1241581,COC1=C(C=CC(=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCCC4)N
CHEMBL1241582,CHEMBL1241582,CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)CO)C(=NC=N2)N
CHEMBL1241583,CHEMBL1241583,CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)CC#N)C(=NC=N2)N
CHEMBL1241586,CHEMBL1241586,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)NC(=O)N4)C(=NC=N2)N
CHEMBL1241587,CHEMBL1241587,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)OCC4)C(=NC=N2)N
CHEMBL1241588,CHEMBL1241588,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)OCCO4)C(=NC=N2)N
CHEMBL1241675,CHEMBL1241675,C1CCC(C1)N2C3=C(C(=N2)C4=CC5=NC=CN5C=C4)C(=NC=N3)N
CHEMBL1241676,CHEMBL1241676,C1CCC(C1)N2C3=C(C(=N2)C4=CC(=C(C=C4)Cl)O)C(=NC=N3)N
CHEMBL1241677,CHEMBL1241677,C1CNCC1N2C3=C(C(=N2)C4=CC(=C(C=C4)Cl)O)C(=NC=N3)N
CHEMBL1241678,CHEMBL1241678,C1COCC1N2C3=C(C(=N2)C4=CC(=C(C=C4)Cl)O)C(=NC=N3)N
CHEMBL1241679,CHEMBL1241679,CC(C)N1C2=C(C(=N1)C3=CC=CC(=C3)C#N)C(=NC=N2)N
CHEMBL1241680,CHEMBL1241680,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)F)C#N)C(=NC=N2)N
CHEMBL1241681,CHEMBL1241681,C1CCC(C1)N2C3=C(C(=N2)C4=CC5=C(C=C4)N=CC=C5)C(=NC=N3)N
CHEMBL1241682,CHEMBL1241682,CC1=NC2=C(C=C1)C=C(C=C2)C3=NN(C4=C3C(=NC=N4)N)C(C)C
CHEMBL1241683,CHEMBL1241683,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)N=C(C=C4)Cl)C(=NC=N2)N
CHEMBL1241684,CHEMBL1241684,CC(C)N1C2=C(C(=N1)C3=CC4=C(S3)C=CC(=C4)C=O)C(=NC=N2)N
CHEMBL1241767,CHEMBL1241767,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C5=C(C(=N4)C6=CC(=CC=C6)O)C(=NC=N5)N
CHEMBL1241768,CHEMBL1241768,C1COCC1N2C3=C(C(=N2)C4=CC(=C(C=C4)Cl)O)C(=NC=N3)N
CHEMBL1241769,CHEMBL1241769,C1CC(NC1)CN2C3=C(C(=N2)C4=CC(=C(C=C4)Cl)O)C(=NC=N3)N
CHEMBL1241770,CHEMBL1241770,C1CNCC1CN2C3=C(C(=N2)C4=CC(=C(C=C4)Cl)O)C(=NC=N3)N
CHEMBL1241771,CHEMBL1241771,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)C#N)F)C(=NC=N2)N
CHEMBL1241772,CHEMBL1241772,CC(C)N1C2=C(C(=N1)C3=CN=C(C=C3)C#N)C(=NC=N2)N
CHEMBL1241773,CHEMBL1241773,CC(C)N1C2=C(C(=N1)C3=CC=C(C=C3)C(=O)C)C(=NC=N2)N
CHEMBL1241774,CHEMBL1241774,CC(C)N1C2=C(C(=N1)C3=CC4=NC=CN=C4C=C3)C(=NC=N2)N
CHEMBL1241775,CHEMBL1241775,CC(C)N1C2=C(C(=N1)C3=CC4=NC=CN=C4N=C3)C(=NC=N2)N
CHEMBL1241776,CHEMBL1241776,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)NC=NC4=O)C(=NC=N2)N
CHEMBL1241858,CHEMBL1241858,C1CC(CNC1)CN2C3=C(C(=N2)C4=CC(=C(C=C4)Cl)O)C(=NC=N3)N
CHEMBL1241859,CHEMBL1241859,C1CNCCC1CN2C3=C(C(=N2)C4=CC(=C(C=C4)Cl)O)C(=NC=N3)N
CHEMBL1241860,CHEMBL1241860,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)C=O)F)C(=NC=N2)N
CHEMBL1241861,CHEMBL1241861,CC(C)N1C2=C(C(=N1)C3=CC(=C(C(=C3)F)C=O)F)C(=NC=N2)N
CHEMBL1241862,CHEMBL1241862,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)C(=O)N)Cl)C(=NC=N2)N
CHEMBL1241863,CHEMBL1241863,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)NC(=O)C=C4)C(=NC=N2)N
CHEMBL1241864,CHEMBL1241864,C1CCC(C1)N2C3=C(C(=N2)C4=CC5=C(C=C4)NC(=O)C=C5)C(=NC=N3)N
CHEMBL1241943,CHEMBL1241943,C1CC(CNC1)CCN2C3=C(C(=N2)C4=CC(=C(C=C4)Cl)O)C(=NC=N3)N
CHEMBL1241944,CHEMBL1241944,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)C#N)O)C(=NC=N2)N
CHEMBL1241945,CHEMBL1241945,CC(C)N1C2=C(C(=C3C=CC(=O)C(=C3)F)N1)C(=NC=N2)N
CHEMBL1241946,CHEMBL1241946,CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)C(=O)C)C(=NC=N2)N
CHEMBL1241947,CHEMBL1241947,CC1=C(SC(=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)C)C=O
CHEMBL1241948,CHEMBL1241948,CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)NS(=O)(=O)C)C(=NC=N2)N
CHEMBL1241949,CHEMBL1241949,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)N=C(C=C4)N)C(=NC=N2)N
CHEMBL1241950,CHEMBL1241950,CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)N=C(C=C4)NN)C(=NC=N2)N
CHEMBL1242024,CHEMBL1242024,CC1=CC(=O)C=CC1=C2C3=C(N=CN=C3N)N(N2)C(C)C
CHEMBL1242025,CHEMBL1242025,CC1=C(C=C(C=C1)C2=C3C(=NC=NC3=NN2)N)OCC4=CC=CC=C4
CHEMBL1242026,CHEMBL1242026,CC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)C)O
CHEMBL1242028,CHEMBL1242028,CC(C)N1C2=C(C(=C3C=C(C(=O)C=C3F)F)N1)C(=NC=N2)N
CHEMBL1242029,CHEMBL1242029,CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)OC)C(=NC=N2)N
CHEMBL1242030,CHEMBL1242030,CC(C)N1C2=C(C(=N1)C3=CC=C(C=C3)NS(=O)(=O)C)C(=NC=N2)N
